Datetime,Open,High,Low,Close,Volume,openinterest
2025-09-22 13:30:00+00:00,248.33999633789062,250.97999572753906,248.1699981689453,249.97000122070312,9674900,0
2025-09-22 13:35:00+00:00,249.98500061035156,251.27999877929688,249.77000427246094,250.35000610351562,3395642,0
2025-09-22 13:40:00+00:00,250.34500122070312,250.67999267578125,249.73019409179688,250.6602020263672,1886210,0
2025-09-22 13:45:00+00:00,250.64999389648438,250.7100067138672,250.02000427246094,250.15530395507812,1733514,0
2025-09-22 13:50:00+00:00,250.16000366210938,250.95309448242188,250.05999755859375,250.9228057861328,1257136,0
2025-09-22 13:55:00+00:00,250.92999267578125,251.34429931640625,250.83999633789062,251.09500122070312,1531729,0
2025-09-22 14:00:00+00:00,251.11000061035156,252.22999572753906,250.7899932861328,251.72999572753906,2216398,0
2025-09-22 14:05:00+00:00,251.7449951171875,251.7899932861328,251.02999877929688,251.32000732421875,1121242,0
2025-09-22 14:10:00+00:00,251.32000732421875,251.6699981689453,251.10000610351562,251.56509399414062,1168002,0
2025-09-22 14:15:00+00:00,251.56500244140625,252.39990234375,251.47000122070312,251.77999877929688,1457450,0
2025-09-22 14:20:00+00:00,251.7899932861328,252.66000366210938,251.78500366210938,252.58999633789062,1206653,0
2025-09-22 14:25:00+00:00,252.5850067138672,252.73500061035156,252.1284942626953,252.67160034179688,1176246,0
2025-09-22 14:30:00+00:00,252.66000366210938,252.92990112304688,252.5399932861328,252.6501007080078,1095171,0
2025-09-22 14:35:00+00:00,252.66000366210938,252.69500732421875,252.0800018310547,252.27999877929688,977631,0
2025-09-22 14:40:00+00:00,252.27000427246094,252.61000061035156,252.14010620117188,252.4550018310547,798621,0
2025-09-22 14:45:00+00:00,252.44500732421875,253.12440490722656,252.35000610351562,252.97999572753906,1048317,0
2025-09-22 14:50:00+00:00,252.99000549316406,253.28500366210938,252.94940185546875,253.13009643554688,1156023,0
2025-09-22 14:55:00+00:00,253.14500427246094,253.68980407714844,253.125,253.60000610351562,1107317,0
2025-09-22 15:00:00+00:00,253.6199951171875,253.7449951171875,253.38499450683594,253.72999572753906,1173643,0
2025-09-22 15:05:00+00:00,253.71499633789062,254.4949951171875,253.63999938964844,254.4250030517578,2011464,0
2025-09-22 15:10:00+00:00,254.4250030517578,254.72999572753906,254.1300048828125,254.63999938964844,1680965,0
2025-09-22 15:15:00+00:00,254.63999938964844,254.97979736328125,254.5800018310547,254.84210205078125,1556068,0
2025-09-22 15:20:00+00:00,254.83999633789062,255.47000122070312,254.72000122070312,255.45899963378906,2349540,0
2025-09-22 15:25:00+00:00,255.4499969482422,256.0799865722656,255.25999450683594,255.789794921875,2029016,0
2025-09-22 15:30:00+00:00,255.77000427246094,255.82000732421875,255.22000122070312,255.22000122070312,1304483,0
2025-09-22 15:35:00+00:00,255.22000122070312,255.35000610351562,254.9199981689453,255.1999969482422,1671013,0
2025-09-22 15:40:00+00:00,255.1999969482422,255.40859985351562,254.6999969482422,255.07000732421875,1244353,0
2025-09-22 15:45:00+00:00,255.07000732421875,255.57769775390625,255.02999877929688,255.5,965425,0
2025-09-22 15:50:00+00:00,255.51499938964844,256.2200012207031,255.35000610351562,256.19000244140625,1254556,0
2025-09-22 15:55:00+00:00,256.19500732421875,256.6300048828125,255.9499969482422,256.0531005859375,1723112,0
2025-09-22 16:00:00+00:00,256.07000732421875,256.30999755859375,255.11000061035156,255.1999969482422,1508656,0
2025-09-22 16:05:00+00:00,255.202392578125,255.5050048828125,254.91000366210938,254.97999572753906,1168497,0
2025-09-22 16:10:00+00:00,254.97000122070312,255.5500030517578,254.75,255.46499633789062,1587359,0
2025-09-22 16:15:00+00:00,255.46499633789062,255.50999450683594,254.35020446777344,254.43699645996094,1228411,0
2025-09-22 16:20:00+00:00,254.43499755859375,254.46749877929688,253.83030700683594,253.99000549316406,1362900,0
2025-09-22 16:25:00+00:00,253.99000549316406,254.0500030517578,253.5800018310547,253.72000122070312,1028929,0
2025-09-22 16:30:00+00:00,253.72999572753906,254.0800018310547,253.58999633789062,253.8199005126953,1166092,0
2025-09-22 16:35:00+00:00,253.80499267578125,253.92999267578125,253.16000366210938,253.6999969482422,922349,0
2025-09-22 16:40:00+00:00,253.6999969482422,253.97999572753906,253.49000549316406,253.84840393066406,822581,0
2025-09-22 16:45:00+00:00,253.85000610351562,253.8699951171875,253.41000366210938,253.52000427246094,665771,0
2025-09-22 16:50:00+00:00,253.52499389648438,253.86990356445312,253.42359924316406,253.86500549316406,585309,0
2025-09-22 16:55:00+00:00,253.875,254.21499633789062,253.6999969482422,254.2100067138672,675766,0
2025-09-22 17:00:00+00:00,254.2050018310547,254.3800048828125,253.52000427246094,253.60299682617188,697305,0
2025-09-22 17:05:00+00:00,253.6199951171875,254.25999450683594,253.58999633789062,254.05499267578125,658025,0
2025-09-22 17:10:00+00:00,254.05499267578125,254.24000549316406,253.94000244140625,254.00990295410156,549555,0
2025-09-22 17:15:00+00:00,254.00999450683594,254.37989807128906,253.99000549316406,254.33999633789062,564180,0
2025-09-22 17:20:00+00:00,254.33999633789062,254.42999267578125,254.24000549316406,254.28759765625,450914,0
2025-09-22 17:25:00+00:00,254.3000030517578,254.72999572753906,253.9340057373047,254.5928955078125,696145,0
2025-09-22 17:30:00+00:00,254.5800018310547,254.75,254.47000122070312,254.5449981689453,463805,0
2025-09-22 17:35:00+00:00,254.5500030517578,254.77999877929688,254.24000549316406,254.7200927734375,531455,0
2025-09-22 17:40:00+00:00,254.72000122070312,254.94000244140625,254.4250030517578,254.5800018310547,552549,0
2025-09-22 17:45:00+00:00,254.5800018310547,254.6199951171875,254.02000427246094,254.10000610351562,528012,0
2025-09-22 17:50:00+00:00,254.10000610351562,254.25880432128906,253.89999389648438,254.2324981689453,338083,0
2025-09-22 17:55:00+00:00,254.2100067138672,254.22999572753906,253.97999572753906,254.10670471191406,280502,0
2025-09-22 18:00:00+00:00,254.10000610351562,254.4550018310547,254.02000427246094,254.3843994140625,499371,0
2025-09-22 18:05:00+00:00,254.38999938964844,254.64999389648438,254.30999755859375,254.60000610351562,379935,0
2025-09-22 18:10:00+00:00,254.60000610351562,254.8300018310547,254.47999572753906,254.76499938964844,378272,0
2025-09-22 18:15:00+00:00,254.7613983154297,254.92990112304688,254.72999572753906,254.72999572753906,387450,0
2025-09-22 18:20:00+00:00,254.72000122070312,254.7899932861328,254.61000061035156,254.63999938964844,288368,0
2025-09-22 18:25:00+00:00,254.64199829101562,255.25999450683594,254.63499450683594,255.24000549316406,614327,0
2025-09-22 18:30:00+00:00,255.2449951171875,255.2449951171875,254.7346954345703,254.91000366210938,503815,0
2025-09-22 18:35:00+00:00,254.9199981689453,255.62100219726562,254.90870666503906,255.55499267578125,0,0
2025-09-22 18:40:00+00:00,255.7100067138672,255.7666015625,255.3000030517578,255.38999938964844,23675948,0
